reaction_id,bgc_id,step_type,domains_norm,at_substrate,closure,pt_mode,origin,reactant_smiles_std,product_smiles_std,file_stem,variant,selected_mapper,aam,module_from,module_to
BGC1000002_m1_to_m2,BGC1000002,EXT,"ACP,AT,KR,KS",mal,,,iPKS_bacterial,CC(=O)CC(=O)[S],CC(=O)CC(O)CC(=O)[S],BGC1000002_m1_to_m2__r3,3,graphormer,[CH3:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[S:7]>>[CH3:8][C:9]([CH2:1][CH:2]([OH:3])[CH2:4][C:5](=[O:6])[S:7])=[O:10],1.0,2.0
BGC1000002_m2_to_m3,BGC1000002,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)CC(O)CC(=O)[S],CC(=O)CC(O)CC(=O)CC(=O)[S],BGC1000002_m2_to_m3__r0,0,graphormer,[CH3:1][C:2]([CH2:4][CH:5]([OH:6])[CH2:7][C:8](=[O:9])[S:10])=[O:3]>>[CH3:11][C:12]([CH2:1][CH:2]([OH:3])[CH2:4][C:5](=[O:6])[CH2:7][C:8](=[O:9])[S:10])=[O:13],2.0,3.0
BGC1000002_m2_to_m3,BGC1000002,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)CC(O)CC(=O)[S],CC(=O)CC(O)CC(=O)CC(=O)[S],BGC1000002_m2_to_m3__r1,1,graphormer,[CH3:1][C:2]([CH2:4][CH:5]([OH:6])[CH2:7][C:8](=[O:9])[S:10])=[O:3]>>[CH3:11][C:12]([CH2:1][CH:2]([OH:3])[CH2:4][C:5](=[O:6])[CH2:7][C:8](=[O:9])[S:10])=[O:13],2.0,3.0
BGC1000002_m2_to_m3,BGC1000002,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)CC(O)CC(=O)[S],CC(=O)CC(O)CC(=O)CC(=O)[S],BGC1000002_m2_to_m3__r2,2,graphormer,[CH3:1][C:2]([CH2:4][CH:5]([OH:6])[CH2:7][C:8](=[O:9])[S:10])=[O:3]>>[CH3:11][C:12]([CH2:1][CH:2]([OH:3])[CH2:4][C:5](=[O:6])[CH2:7][C:8](=[O:9])[S:10])=[O:13],2.0,3.0
BGC1000002_m2_to_m3,BGC1000002,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)CC(O)CC(=O)[S],CC(=O)CC(O)CC(=O)CC(=O)[S],BGC1000002_m2_to_m3__r3,3,graphormer,[CH3:1][C:2]([CH2:4][CH:5]([OH:6])[CH2:7][C:8](=[O:9])[S:10])=[O:3]>>[CH3:11][C:12]([CH2:1][CH:2]([OH:3])[CH2:4][C:5](=[O:6])[CH2:7][C:8](=[O:9])[S:10])=[O:13],2.0,3.0
BGC1000002_m3_to_m4,BGC1000002,EXT,"ACP,AT,KR,KS",mal,,,iPKS_bacterial,CC(=O)CC(O)CC(=O)CC(=O)[S],CC(=O)CC(O)CC(=O)CC(O)CC(=O)[S],BGC1000002_m3_to_m4__r0,0,graphormer,[CH3:1][C:2]([CH2:4][CH:5]([OH:6])[CH2:7][C:8](=[O:9])[CH2:10][C:11](=[O:12])[S:13])=[O:3]>>[CH2:10]([C:11](=[O:12])[S:13])[CH:5]([OH:6])[CH2:7][C:8](=[O:9])[CH2:4][CH:2]([OH:3])[CH2:1][C:16](=[O:14])[CH3:15],3.0,4.0
BGC1000002_m3_to_m4,BGC1000002,EXT,"ACP,AT,KR,KS",mal,,,iPKS_bacterial,CC(=O)CC(O)CC(=O)CC(=O)[S],CC(=O)CC(O)CC(=O)CC(O)CC(=O)[S],BGC1000002_m3_to_m4__r1,1,graphormer,[CH3:1][C:2]([CH2:4][CH:5]([OH:6])[CH2:7][C:8](=[O:9])[CH2:10][C:11](=[O:12])[S:13])=[O:3]>>[CH2:10]([C:11](=[O:12])[S:13])[CH:5]([OH:6])[CH2:7][C:8](=[O:9])[CH2:4][CH:2]([OH:3])[CH2:1][C:16](=[O:14])[CH3:15],3.0,4.0
BGC1000002_m3_to_m4,BGC1000002,EXT,"ACP,AT,KR,KS",mal,,,iPKS_bacterial,CC(=O)CC(O)CC(=O)CC(=O)[S],CC(=O)CC(O)CC(=O)CC(O)CC(=O)[S],BGC1000002_m3_to_m4__r2,2,graphormer,[CH3:1][C:2]([CH2:4][CH:5]([OH:6])[CH2:7][C:8](=[O:9])[CH2:10][C:11](=[O:12])[S:13])=[O:3]>>[CH2:10]([C:11](=[O:12])[S:13])[CH:5]([OH:6])[CH2:7][C:8](=[O:9])[CH2:4][CH:2]([OH:3])[CH2:1][C:16](=[O:14])[CH3:15],3.0,4.0
BGC1000002_m3_to_m4,BGC1000002,EXT,"ACP,AT,KR,KS",mal,,,iPKS_bacterial,CC(=O)CC(O)CC(=O)CC(=O)[S],CC(=O)CC(O)CC(=O)CC(O)CC(=O)[S],BGC1000002_m3_to_m4__r3,3,graphormer,[CH3:1][C:2]([CH2:4][CH:5]([OH:6])[CH2:7][C:8](=[O:9])[CH2:10][C:11](=[O:12])[S:13])=[O:3]>>[CH2:10]([C:11](=[O:12])[S:13])[CH:5]([OH:6])[CH2:7][C:8](=[O:9])[CH2:4][CH:2]([OH:3])[CH2:1][C:16](=[O:14])[CH3:15],3.0,4.0
BGC1000002_m4_to_m5,BGC1000002,EXT,"ACP,AT,KR,KS",mal,,,iPKS_bacterial,CC(=O)CC(O)CC(=O)CC(O)CC(=O)[S],CC(=O)CC(O)CC(=O)CC(O)CC(O)CC(=O)[S],BGC1000002_m4_to_m5__r0,0,graphormer,[CH2:13]([C:14](=[O:15])[S:16])[CH:11]([OH:12])[CH2:10][C:8](=[O:9])[CH2:7][CH:5]([OH:6])[CH2:4][C:2](=[O:3])[CH3:1]>>[CH:5]([CH2:10][CH:11]([OH:12])[CH2:13][C:14](=[O:15])[S:16])([OH:6])[CH2:7][C:8](=[O:9])[CH2:4][CH:2]([OH:3])[CH2:1][C:18](=[O:19])[CH3:17],4.0,5.0
BGC1000002_m4_to_m5,BGC1000002,EXT,"ACP,AT,KR,KS",mal,,,iPKS_bacterial,CC(=O)CC(O)CC(=O)CC(O)CC(=O)[S],CC(=O)CC(O)CC(=O)CC(O)CC(O)CC(=O)[S],BGC1000002_m4_to_m5__r1,1,graphormer,[CH2:13]([C:14](=[O:15])[S:16])[CH:11]([OH:12])[CH2:10][C:8](=[O:9])[CH2:7][CH:5]([OH:6])[CH2:4][C:2](=[O:3])[CH3:1]>>[CH:5]([CH2:10][CH:11]([OH:12])[CH2:13][C:14](=[O:15])[S:16])([OH:6])[CH2:7][C:8](=[O:9])[CH2:4][CH:2]([OH:3])[CH2:1][C:18](=[O:19])[CH3:17],4.0,5.0
BGC1000002_m4_to_m5,BGC1000002,EXT,"ACP,AT,KR,KS",mal,,,iPKS_bacterial,CC(=O)CC(O)CC(=O)CC(O)CC(=O)[S],CC(=O)CC(O)CC(=O)CC(O)CC(O)CC(=O)[S],BGC1000002_m4_to_m5__r2,2,graphormer,[CH2:13]([C:14](=[O:15])[S:16])[CH:11]([OH:12])[CH2:10][C:8](=[O:9])[CH2:7][CH:5]([OH:6])[CH2:4][C:2](=[O:3])[CH3:1]>>[CH:5]([CH2:10][CH:11]([OH:12])[CH2:13][C:14](=[O:15])[S:16])([OH:6])[CH2:7][C:8](=[O:9])[CH2:4][CH:2]([OH:3])[CH2:1][C:18](=[O:19])[CH3:17],4.0,5.0
BGC1000002_m4_to_m5,BGC1000002,EXT,"ACP,AT,KR,KS",mal,,,iPKS_bacterial,CC(=O)CC(O)CC(=O)CC(O)CC(=O)[S],CC(=O)CC(O)CC(=O)CC(O)CC(O)CC(=O)[S],BGC1000002_m4_to_m5__r3,3,graphormer,[CH2:13]([C:14](=[O:15])[S:16])[CH:11]([OH:12])[CH2:10][C:8](=[O:9])[CH2:7][CH:5]([OH:6])[CH2:4][C:2](=[O:3])[CH3:1]>>[CH:5]([CH2:10][CH:11]([OH:12])[CH2:13][C:14](=[O:15])[S:16])([OH:6])[CH2:7][C:8](=[O:9])[CH2:4][CH:2]([OH:3])[CH2:1][C:18](=[O:19])[CH3:17],4.0,5.0
BGC1000002_m5_to_m6,BGC1000002,CLOSURE,DH,nan,PT_or_TE,c2c7,iPKS_bacterial,CC(=O)CC(O)CC(=O)CC(O)CC(O)CC(=O)[S],CC1=C2C=CC=C(C2=CC=C1)C(=O)O,BGC1000002_m5_to_m6__r0,0,graphormer,[CH:11]([CH2:13][CH:14]([OH:15])[CH2:16][C:17](=[O:18])[S:19])([OH:12])[CH2:10][C:8](=[O:9])[CH2:7][CH:5]([OH:6])[CH2:4][C:2](=[O:3])[CH3:1]>>[CH:5]1=[CH:4][C:2]([CH3:1])=[C:10]2[CH:11]=[CH:13][CH:14]=[C:16]([C:8]2=[CH:7]1)[C:17]([OH:9])=[O:18],5.0,6.0
BGC1000002_m5_to_m6,BGC1000002,CLOSURE,DH,nan,PT_or_TE,c2c7,iPKS_bacterial,CC(=O)CC(O)CC(=O)CC(O)CC(O)CC(=O)[S],CC1=C2C=CC=C(C2=CC=C1)C(=O)O,BGC1000002_m5_to_m6__r1,1,graphormer,[CH:11]([CH2:13][CH:14]([OH:15])[CH2:16][C:17](=[O:18])[S:19])([OH:12])[CH2:10][C:8](=[O:9])[CH2:7][CH:5]([OH:6])[CH2:4][C:2](=[O:3])[CH3:1]>>[CH:5]1=[CH:4][C:2]([CH3:1])=[C:10]2[CH:11]=[CH:13][CH:14]=[C:16]([C:8]2=[CH:7]1)[C:17]([OH:9])=[O:18],5.0,6.0
BGC1000002_m5_to_m6,BGC1000002,CLOSURE,DH,nan,PT_or_TE,c2c7,iPKS_bacterial,CC(=O)CC(O)CC(=O)CC(O)CC(O)CC(=O)[S],CC1=C2C=CC=C(C2=CC=C1)C(=O)O,BGC1000002_m5_to_m6__r2,2,graphormer,[CH:11]([CH2:13][CH:14]([OH:15])[CH2:16][C:17](=[O:18])[S:19])([OH:12])[CH2:10][C:8](=[O:9])[CH2:7][CH:5]([OH:6])[CH2:4][C:2](=[O:3])[CH3:1]>>[CH:5]1=[CH:4][C:2]([CH3:1])=[C:10]2[CH:11]=[CH:13][CH:14]=[C:16]([C:8]2=[CH:7]1)[C:17]([OH:9])=[O:18],5.0,6.0
BGC1000002_m5_to_m6,BGC1000002,CLOSURE,DH,nan,PT_or_TE,c2c7,iPKS_bacterial,CC(=O)CC(O)CC(=O)CC(O)CC(O)CC(=O)[S],CC1=C2C=CC=C(C2=CC=C1)C(=O)O,BGC1000002_m5_to_m6__r3,3,graphormer,[CH:11]([CH2:13][CH:14]([OH:15])[CH2:16][C:17](=[O:18])[S:19])([OH:12])[CH2:10][C:8](=[O:9])[CH2:7][CH:5]([OH:6])[CH2:4][C:2](=[O:3])[CH3:1]>>[CH:5]1=[CH:4][C:2]([CH3:1])=[C:10]2[CH:11]=[CH:13][CH:14]=[C:16]([C:8]2=[CH:7]1)[C:17]([OH:9])=[O:18],5.0,6.0
BGC1000003_m0_to_m1,BGC1000003,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)[S],CC(=O)CC(=O)[S],BGC1000003_m0_to_m1__r0,0,graphormer,[S:4][C:2]([CH3:1])=[O:3]>>[CH3:5][C:6](=[O:7])[CH2:1][C:2](=[O:3])[S:4],0.0,1.0
BGC1000003_m0_to_m1,BGC1000003,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)[S],CC(=O)CC(=O)[S],BGC1000003_m0_to_m1__r1,1,graphormer,[S:4][C:2]([CH3:1])=[O:3]>>[CH3:5][C:6](=[O:7])[CH2:1][C:2](=[O:3])[S:4],0.0,1.0
BGC1000003_m0_to_m1,BGC1000003,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)[S],CC(=O)CC(=O)[S],BGC1000003_m0_to_m1__r2,2,graphormer,[S:4][C:2]([CH3:1])=[O:3]>>[CH3:5][C:6](=[O:7])[CH2:1][C:2](=[O:3])[S:4],0.0,1.0
BGC1000003_m0_to_m1,BGC1000003,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)[S],CC(=O)CC(=O)[S],BGC1000003_m0_to_m1__r3,3,graphormer,[S:4][C:2]([CH3:1])=[O:3]>>[CH3:5][C:6](=[O:7])[CH2:1][C:2](=[O:3])[S:4],0.0,1.0
BGC1000003_m1_to_m2,BGC1000003,EXT,"ACP,AT,KR,KS",mal,,,iPKS_bacterial,CC(=O)CC(=O)[S],CC(=O)CC(O)CC(=O)[S],BGC1000003_m1_to_m2__r0,0,graphormer,[CH3:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[S:7]>>[CH3:8][C:9]([CH2:1][CH:2]([OH:3])[CH2:4][C:5](=[O:6])[S:7])=[O:10],1.0,2.0
BGC1000003_m1_to_m2,BGC1000003,EXT,"ACP,AT,KR,KS",mal,,,iPKS_bacterial,CC(=O)CC(=O)[S],CC(=O)CC(O)CC(=O)[S],BGC1000003_m1_to_m2__r1,1,graphormer,[CH3:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[S:7]>>[CH3:8][C:9]([CH2:1][CH:2]([OH:3])[CH2:4][C:5](=[O:6])[S:7])=[O:10],1.0,2.0
BGC1000003_m1_to_m2,BGC1000003,EXT,"ACP,AT,KR,KS",mal,,,iPKS_bacterial,CC(=O)CC(=O)[S],CC(=O)CC(O)CC(=O)[S],BGC1000003_m1_to_m2__r2,2,graphormer,[CH3:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[S:7]>>[CH3:8][C:9]([CH2:1][CH:2]([OH:3])[CH2:4][C:5](=[O:6])[S:7])=[O:10],1.0,2.0
BGC1000003_m1_to_m2,BGC1000003,EXT,"ACP,AT,KR,KS",mal,,,iPKS_bacterial,CC(=O)CC(=O)[S],CC(=O)CC(O)CC(=O)[S],BGC1000003_m1_to_m2__r3,3,graphormer,[CH3:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[S:7]>>[CH3:8][C:9]([CH2:1][CH:2]([OH:3])[CH2:4][C:5](=[O:6])[S:7])=[O:10],1.0,2.0
BGC1000003_m2_to_m3,BGC1000003,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)CC(O)CC(=O)[S],CC(=O)CC(O)CC(=O)CC(=O)[S],BGC1000003_m2_to_m3__r0,0,graphormer,[CH3:1][C:2]([CH2:4][CH:5]([OH:6])[CH2:7][C:8](=[O:9])[S:10])=[O:3]>>[CH3:11][C:12]([CH2:1][CH:2]([OH:3])[CH2:4][C:5](=[O:6])[CH2:7][C:8](=[O:9])[S:10])=[O:13],2.0,3.0
BGC1000003_m2_to_m3,BGC1000003,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)CC(O)CC(=O)[S],CC(=O)CC(O)CC(=O)CC(=O)[S],BGC1000003_m2_to_m3__r1,1,graphormer,[CH3:1][C:2]([CH2:4][CH:5]([OH:6])[CH2:7][C:8](=[O:9])[S:10])=[O:3]>>[CH3:11][C:12]([CH2:1][CH:2]([OH:3])[CH2:4][C:5](=[O:6])[CH2:7][C:8](=[O:9])[S:10])=[O:13],2.0,3.0
BGC1000003_m2_to_m3,BGC1000003,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)CC(O)CC(=O)[S],CC(=O)CC(O)CC(=O)CC(=O)[S],BGC1000003_m2_to_m3__r2,2,graphormer,[CH3:1][C:2]([CH2:4][CH:5]([OH:6])[CH2:7][C:8](=[O:9])[S:10])=[O:3]>>[CH3:11][C:12]([CH2:1][CH:2]([OH:3])[CH2:4][C:5](=[O:6])[CH2:7][C:8](=[O:9])[S:10])=[O:13],2.0,3.0
BGC1000003_m2_to_m3,BGC1000003,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)CC(O)CC(=O)[S],CC(=O)CC(O)CC(=O)CC(=O)[S],BGC1000003_m2_to_m3__r3,3,graphormer,[CH3:1][C:2]([CH2:4][CH:5]([OH:6])[CH2:7][C:8](=[O:9])[S:10])=[O:3]>>[CH3:11][C:12]([CH2:1][CH:2]([OH:3])[CH2:4][C:5](=[O:6])[CH2:7][C:8](=[O:9])[S:10])=[O:13],2.0,3.0
BGC1000003_m3_to_m4,BGC1000003,CLOSURE,,nan,PT_or_TE,c2c7,iPKS_bacterial,CC(=O)CC(O)CC(=O)CC(=O)[S],CC1=C(C(=CC=C1)O)C(=O)O,BGC1000003_m3_to_m4__r0,0,graphormer,[CH3:1][C:2]([CH2:4][CH:5]([OH:6])[CH2:7][C:8](=[O:9])[CH2:10][C:11](=[O:12])[S:13])=[O:3]>>[C:2]=1([CH:4]=[CH:5][CH:7]=[C:8]([OH:9])[C:10]=1[C:11](=[O:12])[OH:6])[CH3:1],3.0,4.0
BGC1000003_m3_to_m4,BGC1000003,CLOSURE,,nan,PT_or_TE,c2c7,iPKS_bacterial,CC(=O)CC(O)CC(=O)CC(=O)[S],CC1=C(C(=CC=C1)O)C(=O)O,BGC1000003_m3_to_m4__r1,1,graphormer,[CH3:1][C:2]([CH2:4][CH:5]([OH:6])[CH2:7][C:8](=[O:9])[CH2:10][C:11](=[O:12])[S:13])=[O:3]>>[C:2]=1([CH:4]=[CH:5][CH:7]=[C:8]([OH:9])[C:10]=1[C:11](=[O:12])[OH:6])[CH3:1],3.0,4.0
BGC1000003_m3_to_m4,BGC1000003,CLOSURE,,nan,PT_or_TE,c2c7,iPKS_bacterial,CC(=O)CC(O)CC(=O)CC(=O)[S],CC1=C(C(=CC=C1)O)C(=O)O,BGC1000003_m3_to_m4__r2,2,graphormer,[CH3:1][C:2]([CH2:4][CH:5]([OH:6])[CH2:7][C:8](=[O:9])[CH2:10][C:11](=[O:12])[S:13])=[O:3]>>[C:2]=1([CH:4]=[CH:5][CH:7]=[C:8]([OH:9])[C:10]=1[C:11](=[O:12])[OH:6])[CH3:1],3.0,4.0
BGC1000003_m3_to_m4,BGC1000003,CLOSURE,,nan,PT_or_TE,c2c7,iPKS_bacterial,CC(=O)CC(O)CC(=O)CC(=O)[S],CC1=C(C(=CC=C1)O)C(=O)O,BGC1000003_m3_to_m4__r3,3,graphormer,[CH3:1][C:2]([CH2:4][CH:5]([OH:6])[CH2:7][C:8](=[O:9])[CH2:10][C:11](=[O:12])[S:13])=[O:3]>>[C:2]=1([CH:4]=[CH:5][CH:7]=[C:8]([OH:9])[C:10]=1[C:11](=[O:12])[OH:6])[CH3:1],3.0,4.0
BGC1000004_m0_to_m1,BGC1000004,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)[S],CC(=O)CC(=O)[S],BGC1000004_m0_to_m1__r0,0,graphormer,[S:4][C:2]([CH3:1])=[O:3]>>[CH3:5][C:6](=[O:7])[CH2:1][C:2](=[O:3])[S:4],0.0,1.0
BGC1000004_m0_to_m1,BGC1000004,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)[S],CC(=O)CC(=O)[S],BGC1000004_m0_to_m1__r1,1,graphormer,[S:4][C:2]([CH3:1])=[O:3]>>[CH3:5][C:6](=[O:7])[CH2:1][C:2](=[O:3])[S:4],0.0,1.0
BGC1000004_m0_to_m1,BGC1000004,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)[S],CC(=O)CC(=O)[S],BGC1000004_m0_to_m1__r2,2,graphormer,[S:4][C:2]([CH3:1])=[O:3]>>[CH3:5][C:6](=[O:7])[CH2:1][C:2](=[O:3])[S:4],0.0,1.0
BGC1000004_m0_to_m1,BGC1000004,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)[S],CC(=O)CC(=O)[S],BGC1000004_m0_to_m1__r3,3,graphormer,[S:4][C:2]([CH3:1])=[O:3]>>[CH3:5][C:6](=[O:7])[CH2:1][C:2](=[O:3])[S:4],0.0,1.0
BGC1000004_m1_to_m2,BGC1000004,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)CC(=O)[S],CC(=O)CC(=O)CC(=O)[S],BGC1000004_m1_to_m2__r0,0,graphormer,[CH3:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[S:7]>>[CH3:8][C:9](=[O:10])[CH2:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[S:7],1.0,2.0
BGC1000004_m1_to_m2,BGC1000004,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)CC(=O)[S],CC(=O)CC(=O)CC(=O)[S],BGC1000004_m1_to_m2__r1,1,graphormer,[CH3:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[S:7]>>[CH3:8][C:9](=[O:10])[CH2:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[S:7],1.0,2.0
BGC1000004_m1_to_m2,BGC1000004,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)CC(=O)[S],CC(=O)CC(=O)CC(=O)[S],BGC1000004_m1_to_m2__r2,2,graphormer,[CH3:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[S:7]>>[CH3:8][C:9](=[O:10])[CH2:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[S:7],1.0,2.0
BGC1000004_m1_to_m2,BGC1000004,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)CC(=O)[S],CC(=O)CC(=O)CC(=O)[S],BGC1000004_m1_to_m2__r3,3,graphormer,[CH3:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[S:7]>>[CH3:8][C:9](=[O:10])[CH2:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[S:7],1.0,2.0
BGC1000004_m2_to_m3,BGC1000004,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)CC(=O)CC(=O)[S],CC(=O)CC(=O)CC(=O)CC(=O)[S],BGC1000004_m2_to_m3__r0,0,graphormer,[CH3:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[CH2:7][C:8](=[O:9])[S:10]>>[CH2:11]([C:12](=[O:13])[S:14])[C:8]([CH2:7][C:5]([CH2:4][C:2](=[O:3])[CH3:1])=[O:6])=[O:9],2.0,3.0
BGC1000004_m2_to_m3,BGC1000004,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)CC(=O)CC(=O)[S],CC(=O)CC(=O)CC(=O)CC(=O)[S],BGC1000004_m2_to_m3__r1,1,graphormer,[CH3:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[CH2:7][C:8](=[O:9])[S:10]>>[CH2:11]([C:12](=[O:13])[S:14])[C:8]([CH2:7][C:5]([CH2:4][C:2](=[O:3])[CH3:1])=[O:6])=[O:9],2.0,3.0
BGC1000004_m2_to_m3,BGC1000004,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)CC(=O)CC(=O)[S],CC(=O)CC(=O)CC(=O)CC(=O)[S],BGC1000004_m2_to_m3__r2,2,graphormer,[CH3:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[CH2:7][C:8](=[O:9])[S:10]>>[CH2:11]([C:12](=[O:13])[S:14])[C:8]([CH2:7][C:5]([CH2:4][C:2](=[O:3])[CH3:1])=[O:6])=[O:9],2.0,3.0
BGC1000004_m2_to_m3,BGC1000004,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)CC(=O)CC(=O)[S],CC(=O)CC(=O)CC(=O)CC(=O)[S],BGC1000004_m2_to_m3__r3,3,graphormer,[CH3:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[CH2:7][C:8](=[O:9])[S:10]>>[CH2:11]([C:12](=[O:13])[S:14])[C:8]([CH2:7][C:5]([CH2:4][C:2](=[O:3])[CH3:1])=[O:6])=[O:9],2.0,3.0
BGC1000004_m3_to_m4,BGC1000004,CLOSURE,,nan,PT_or_TE,c2c7,iPKS_bacterial,CC(=O)CC(=O)CC(=O)CC(=O)[S],CC1=CC(=CC(=C1C(=O)O)O)O,BGC1000004_m3_to_m4__r0,0,graphormer,[CH2:10]([C:11](=[O:12])[S:13])[C:8]([CH2:7][C:5]([CH2:4][C:2](=[O:3])[CH3:1])=[O:6])=[O:9]>>[O:3]=[C:2]([OH:6])[C:7]=1[C:5]([CH3:1])=[CH:4][C:11](=[CH:10][C:8]=1[OH:9])[OH:12],3.0,4.0
BGC1000004_m3_to_m4,BGC1000004,CLOSURE,,nan,PT_or_TE,c2c7,iPKS_bacterial,CC(=O)CC(=O)CC(=O)CC(=O)[S],CC1=CC(=CC(=C1C(=O)O)O)O,BGC1000004_m3_to_m4__r1,1,graphormer,[CH2:10]([C:11](=[O:12])[S:13])[C:8]([CH2:7][C:5]([CH2:4][C:2](=[O:3])[CH3:1])=[O:6])=[O:9]>>[O:3]=[C:2]([OH:6])[C:7]=1[C:5]([CH3:1])=[CH:4][C:11](=[CH:10][C:8]=1[OH:9])[OH:12],3.0,4.0
BGC1000004_m3_to_m4,BGC1000004,CLOSURE,,nan,PT_or_TE,c2c7,iPKS_bacterial,CC(=O)CC(=O)CC(=O)CC(=O)[S],CC1=CC(=CC(=C1C(=O)O)O)O,BGC1000004_m3_to_m4__r2,2,graphormer,[CH2:10]([C:11](=[O:12])[S:13])[C:8]([CH2:7][C:5]([CH2:4][C:2](=[O:3])[CH3:1])=[O:6])=[O:9]>>[O:3]=[C:2]([OH:6])[C:7]=1[C:5]([CH3:1])=[CH:4][C:11](=[CH:10][C:8]=1[OH:9])[OH:12],3.0,4.0
BGC1000004_m3_to_m4,BGC1000004,CLOSURE,,nan,PT_or_TE,c2c7,iPKS_bacterial,CC(=O)CC(=O)CC(=O)CC(=O)[S],CC1=CC(=CC(=C1C(=O)O)O)O,BGC1000004_m3_to_m4__r3,3,graphormer,[CH2:10]([C:11](=[O:12])[S:13])[C:8]([CH2:7][C:5]([CH2:4][C:2](=[O:3])[CH3:1])=[O:6])=[O:9]>>[O:3]=[C:2]([OH:6])[C:7]=1[C:5]([CH3:1])=[CH:4][C:11](=[CH:10][C:8]=1[OH:9])[OH:12],3.0,4.0
BGC1000005_m0_to_m1,BGC1000005,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)[S],CC(=O)CC(=O)[S],BGC1000005_m0_to_m1__r0,0,graphormer,[S:4][C:2]([CH3:1])=[O:3]>>[CH3:5][C:6](=[O:7])[CH2:1][C:2](=[O:3])[S:4],0.0,1.0
BGC1000005_m0_to_m1,BGC1000005,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)[S],CC(=O)CC(=O)[S],BGC1000005_m0_to_m1__r1,1,graphormer,[S:4][C:2]([CH3:1])=[O:3]>>[CH3:5][C:6](=[O:7])[CH2:1][C:2](=[O:3])[S:4],0.0,1.0
BGC1000005_m0_to_m1,BGC1000005,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)[S],CC(=O)CC(=O)[S],BGC1000005_m0_to_m1__r2,2,graphormer,[S:4][C:2]([CH3:1])=[O:3]>>[CH3:5][C:6](=[O:7])[CH2:1][C:2](=[O:3])[S:4],0.0,1.0
BGC1000005_m0_to_m1,BGC1000005,EXT,"ACP,AT,KS",mal,,,iPKS_bacterial,CC(=O)[S],CC(=O)CC(=O)[S],BGC1000005_m0_to_m1__r3,3,graphormer,[S:4][C:2]([CH3:1])=[O:3]>>[CH3:5][C:6](=[O:7])[CH2:1][C:2](=[O:3])[S:4],0.0,1.0
BGC1000005_m1_to_m2,BGC1000005,EXT,"ACP,AT,KR,KS",mal,,,iPKS_bacterial,CC(=O)CC(=O)[S],CC(=O)CC(O)CC(=O)[S],BGC1000005_m1_to_m2__r0,0,graphormer,[CH3:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[S:7]>>[CH3:8][C:9]([CH2:1][CH:2]([OH:3])[CH2:4][C:5](=[O:6])[S:7])=[O:10],1.0,2.0
